mode,season,route_id,route_name,dir_id,day_type_id,day_type_name,stop_name,parent_station,total_ons,total_offs,number_service_days,hour_of_service,average_ons,average_offs,average_flow,ObjectId
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,0,0,16,03:00:00,0,0,0,193
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,1,1,16,04:00:00,0,0,0,194
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,250,458,16,05:00:00,16,29,67,195
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,592,993,16,06:00:00,37,62,163,196
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,484,950,16,07:00:00,30,59,159,197
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,549,975,16,08:00:00,34,61,180,198
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,546,1189,16,09:00:00,34,74,206,199
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,894,1815,16,10:00:00,56,113,331,200
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,981,2376,16,11:00:00,61,149,403,201
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,1284,3302,16,13:00:00,80,206,605,202
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,1440,3956,16,14:00:00,90,247,728,203
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,1634,4475,16,15:00:00,102,280,882,204
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,1618,5240,16,16:00:00,101,328,1061,205
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,1702,5350,16,17:00:00,106,334,1042,206
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,1531,4524,16,18:00:00,96,283,929,207
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,1493,3922,16,19:00:00,93,245,780,208
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,1622,3394,16,20:00:00,101,212,695,209
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,1663,3347,16,21:00:00,104,209,675,210
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,1975,4602,16,22:00:00,123,288,978,211
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Airport,place-aport,1800,4834,16,23:00:00,112,302,1036,212
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,3204,150,16,00:00:00,200,9,940,213
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,860,53,16,01:00:00,54,3,288,214
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,0,2,16,02:00:00,0,0,9,215
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,0,0,16,03:00:00,0,0,0,216
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,0,0,16,04:00:00,0,0,0,217
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,179,32,16,05:00:00,11,2,106,218
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,274,145,16,06:00:00,17,9,231,219
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,377,382,16,07:00:00,24,24,264,220
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,320,575,16,08:00:00,20,36,228,221
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,610,875,16,09:00:00,38,55,365,222
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,952,1106,16,10:00:00,59,69,518,223
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,1298,1139,16,11:00:00,81,71,620,224
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,1850,1581,16,12:00:00,116,99,880,225
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,2395,1653,16,13:00:00,150,103,1003,226
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,3143,1807,16,14:00:00,196,113,1214,227
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,4171,2248,16,15:00:00,261,141,1659,228
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,5135,1900,16,16:00:00,321,119,1779,229
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,4204,1504,16,17:00:00,263,94,1703,230
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,3538,1213,16,18:00:00,221,76,1515,231
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,3054,909,16,19:00:00,191,57,1323,232
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,2556,619,16,20:00:00,160,39,1008,233
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,3223,506,16,21:00:00,201,32,1123,234
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,4320,466,16,22:00:00,270,29,1690,235
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Aquarium,place-aqucl,5631,340,16,23:00:00,352,21,1789,236
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,32,2231,16,00:00:00,2,139,280,237
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,22,562,16,01:00:00,1,35,73,238
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,11,37,16,02:00:00,1,2,6,239
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,0,0,16,03:00:00,0,0,0,240
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,3,0,16,04:00:00,0,0,0,241
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,38,131,16,05:00:00,2,8,20,242
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,59,446,16,06:00:00,4,28,71,243
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,101,489,16,07:00:00,6,31,85,244
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,138,459,16,08:00:00,9,29,92,245
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,156,603,16,09:00:00,10,38,123,246
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,152,871,16,10:00:00,10,54,160,247
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,175,1198,16,11:00:00,11,75,189,248
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,170,1357,16,12:00:00,11,85,237,249
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,201,1638,16,13:00:00,13,102,270,250
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,982,3320,75,06:00:00,13,44,129,251
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,971,4921,75,07:00:00,13,66,160,252
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,1248,5697,75,08:00:00,17,76,168,253
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,1353,5607,75,09:00:00,18,75,187,254
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,1371,7390,75,10:00:00,18,99,268,255
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,1154,8371,75,11:00:00,15,112,312,256
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,1411,11722,75,12:00:00,19,156,423,257
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,1769,13457,75,13:00:00,24,179,495,258
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,1867,19953,75,14:00:00,25,266,716,259
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,2332,27092,75,15:00:00,31,361,1066,260
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,2413,34479,75,16:00:00,32,460,1386,261
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,2481,42455,75,17:00:00,33,566,1655,262
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,2160,28349,75,18:00:00,29,378,1037,263
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,1556,19333,75,19:00:00,21,258,713,264
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,1589,15997,75,20:00:00,21,213,606,265
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,1204,14596,75,21:00:00,16,195,531,266
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,1249,21430,75,22:00:00,17,286,778,267
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Orient Heights,place-orhte,574,17459,75,23:00:00,8,233,629,268
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,32,8757,75,00:00:00,0,117,91,269
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,33,1822,75,01:00:00,0,24,19,270
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,9,421,75,02:00:00,0,6,5,271
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,0,0,75,03:00:00,0,0,0,272
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,1,14,75,04:00:00,0,0,0,273
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,92,1029,75,05:00:00,1,14,27,274
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,227,2651,75,06:00:00,3,35,61,275
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,198,4544,75,07:00:00,3,61,73,276
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,196,4307,75,08:00:00,3,57,74,277
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,195,4356,75,09:00:00,3,58,78,278
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,252,5829,75,10:00:00,3,78,112,279
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,280,6560,75,11:00:00,4,87,134,280
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,214,8502,75,12:00:00,3,113,183,281
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,296,9598,75,13:00:00,4,128,212,282
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,548,13456,75,14:00:00,7,179,297,283
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,500,19648,75,15:00:00,7,262,440,284
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,383,24884,75,16:00:00,5,332,625,285
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,292,24495,75,17:00:00,4,327,758,286
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,251,18885,75,18:00:00,3,252,515,287
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,201,15290,75,19:00:00,3,204,310,288
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,162,12769,75,20:00:00,2,170,245,289
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,139,12704,75,21:00:00,2,169,218,290
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,149,17781,75,22:00:00,2,237,227,291
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Revere Beach,place-rbmnl,98,17755,75,23:00:00,1,237,205,292
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,State,place-state,12361,212,75,00:00:00,165,3,485,293
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,State,place-state,3831,92,75,01:00:00,51,1,141,294
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,State,place-state,592,12,75,02:00:00,8,0,20,295
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,State,place-state,2,0,75,03:00:00,0,0,0,296
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,State,place-state,4,0,75,04:00:00,0,0,0,297
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,State,place-state,5901,336,75,05:00:00,79,4,159,298
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,State,place-state,12040,581,75,06:00:00,161,8,324,299
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,State,place-state,16391,820,75,07:00:00,219,11,439,300
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,205,2085,16,14:00:00,13,130,347,301
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,233,2615,16,15:00:00,15,163,435,302
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,203,3136,16,16:00:00,13,196,497,303
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,243,3441,16,17:00:00,15,215,537,304
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,177,2799,16,18:00:00,11,175,433,305
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,179,2617,16,19:00:00,11,164,400,306
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,163,2139,16,20:00:00,10,134,330,307
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,126,1913,16,21:00:00,8,120,287,308
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,100,2951,16,22:00:00,6,184,424,309
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Beachmont,place-bmmnl,89,3555,16,23:00:00,6,222,513,310
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,554,0,16,00:00:00,35,0,35,311
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,70,0,16,01:00:00,4,0,4,312
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,0,0,16,02:00:00,0,0,0,313
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,124,0,16,05:00:00,8,0,8,314
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,199,0,16,06:00:00,12,0,12,315
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,449,0,16,07:00:00,28,0,28,316
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,301,0,16,08:00:00,19,0,19,317
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,378,0,16,09:00:00,24,0,24,318
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,582,0,16,10:00:00,36,0,36,319
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,718,0,16,11:00:00,45,0,45,320
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,909,0,16,12:00:00,57,0,57,321
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,1023,0,16,13:00:00,64,0,64,322
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,1173,0,16,14:00:00,73,0,73,323
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,1865,0,16,15:00:00,117,0,117,324
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,1571,0,16,16:00:00,98,0,98,325
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,1378,0,16,17:00:00,86,0,86,326
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,1205,0,16,18:00:00,75,0,75,327
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,999,0,16,19:00:00,62,0,62,328
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,938,0,16,20:00:00,59,0,59,329
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,872,0,16,21:00:00,54,0,54,330
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,1173,0,16,22:00:00,73,0,73,331
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Bowdoin,place-bomnl,1495,0,16,23:00:00,93,0,93,332
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,7570,16,16,00:00:00,473,1,504,333
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,1838,4,16,01:00:00,115,0,122,334
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,54,0,16,02:00:00,3,0,3,335
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,2,0,16,03:00:00,0,0,0,336
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,4,0,16,04:00:00,0,0,0,337
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,916,11,16,05:00:00,57,1,64,338
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,1545,18,16,06:00:00,97,1,107,339
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,1902,24,16,07:00:00,119,1,147,340
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,2167,26,16,08:00:00,135,2,152,341
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,2841,42,16,09:00:00,178,3,197,342
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,4454,55,16,10:00:00,278,3,312,343
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,5481,64,16,11:00:00,343,4,384,344
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,6500,82,16,12:00:00,406,5,458,345
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,8275,95,16,13:00:00,517,6,576,346
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,10045,84,16,14:00:00,628,5,694,347
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,12455,139,16,15:00:00,778,9,881,348
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,13901,91,16,16:00:00,869,6,965,349
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_02,Saturday,Government Center,place-gover,14057,75,16,17:00:00,879,5,962,350
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,49,324,75,02:00:00,1,4,10,351
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,0,0,75,03:00:00,0,0,0,352
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,37,1,75,04:00:00,0,0,1,353
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,408,1157,75,05:00:00,5,15,42,354
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,635,2522,75,06:00:00,8,34,96,355
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,1451,2961,75,07:00:00,19,39,128,356
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,1162,3197,75,08:00:00,15,43,130,357
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,842,3275,75,09:00:00,11,44,137,358
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,795,5263,75,10:00:00,11,70,188,359
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,822,6132,75,11:00:00,11,82,221,360
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,814,8460,75,12:00:00,11,113,293,361
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,1057,9568,75,13:00:00,14,128,328,362
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,1379,14242,75,14:00:00,18,190,480,363
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,1430,22088,75,15:00:00,19,295,710,364
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,1453,27451,75,16:00:00,19,366,948,365
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,1489,33647,75,17:00:00,20,449,1099,366
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,1294,23378,75,18:00:00,17,312,742,367
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,911,15389,75,19:00:00,12,205,507,368
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,775,12582,75,20:00:00,10,168,400,369
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,642,12588,75,21:00:00,9,168,384,370
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,564,16382,75,22:00:00,8,218,475,371
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Beachmont,place-bmmnl,346,15237,75,23:00:00,5,203,433,372
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Bowdoin,place-bomnl,1668,0,75,00:00:00,22,0,22,373
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Bowdoin,place-bomnl,256,0,75,01:00:00,3,0,3,374
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Bowdoin,place-bomnl,83,0,75,02:00:00,1,0,1,375
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Bowdoin,place-bomnl,0,0,75,03:00:00,0,0,0,376
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Bowdoin,place-bomnl,6,0,75,04:00:00,0,0,0,377
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Bowdoin,place-bomnl,753,0,75,05:00:00,10,0,10,378
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Bowdoin,place-bomnl,1292,0,75,06:00:00,17,0,17,379
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Bowdoin,place-bomnl,2926,0,75,07:00:00,39,0,39,380
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Bowdoin,place-bomnl,2898,0,75,08:00:00,39,0,39,381
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Bowdoin,place-bomnl,3480,0,75,09:00:00,46,0,46,382
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,Bowdoin,place-bomnl,4130,0,75,10:00:00,55,0,55,383
