stop_name,hr_pm,direction,avg_total_ons,avg_total_offs,avg_passenger_flow,delay_minutes
Sullivan Square,9,NB,754.0,5031.666666666667,642.3333333333334,0.3833333333333334
Sullivan Square,9,SB,2168.6666666666665,488.6666666666667,318.3333333333333,2.5683333333333334
Sullivan Square,10,NB,741.0,5706.666666666667,692.3333333333334,-3.7757575757575754
Sullivan Square,10,SB,2084.6666666666665,433.3333333333333,264.0,0.8999999999999999
Sullivan Square,11,NB,549.6666666666666,4526.333333333333,550.0,-4.962962962962963
Sullivan Square,11,SB,1569.0,232.66666666666666,167.0,0.4366666666666667
Tufts Medical Center,2,NB,5460.666666666667,3118.3333333333335,1412.0,-3.216666666666667
Tufts Medical Center,2,SB,2892.0,5085.0,1155.6666666666667,-1.0333333333333334
Tufts Medical Center,3,NB,8049.666666666667,2873.0,1598.6666666666667,-3.3305555555555553
Tufts Medical Center,3,SB,4225.0,5263.0,1322.6666666666667,1.1083333333333334
Tufts Medical Center,4,NB,9905.666666666666,2847.3333333333335,1800.3333333333333,-3.6152777777777776
Tufts Medical Center,4,SB,4359.333333333333,5140.333333333333,1425.3333333333333,1.6555555555555557
Tufts Medical Center,5,NB,8715.333333333334,2453.0,1833.0,-1.6025641025641024
Tufts Medical Center,5,SB,3799.6666666666665,4968.333333333333,1485.3333333333333,2.1846153846153844
Tufts Medical Center,6,NB,5400.333333333333,1772.0,1323.3333333333333,1.7055555555555557
Tufts Medical Center,6,SB,2438.0,4253.666666666667,1164.6666666666667,5.158333333333333
Tufts Medical Center,7,NB,4200.333333333333,1311.3333333333333,1026.3333333333333,3.023611111111111
Tufts Medical Center,7,SB,1880.6666666666667,2851.6666666666665,886.6666666666666,6.290277777777778
Tufts Medical Center,8,NB,2631.3333333333335,796.3333333333334,678.6666666666666,1.9847222222222223
Tufts Medical Center,8,SB,1260.6666666666667,2044.6666666666667,709.3333333333334,6.659090909090909
Tufts Medical Center,9,NB,2719.0,630.0,629.3333333333334,-2.0183333333333335
Tufts Medical Center,9,SB,1297.6666666666667,1794.6666666666667,687.6666666666666,4.02
Tufts Medical Center,10,NB,2177.3333333333335,601.6666666666666,589.0,-4.8933333333333335
Tufts Medical Center,10,SB,1107.6666666666667,1510.3333333333333,624.3333333333334,2.07
Tufts Medical Center,11,NB,2184.0,385.3333333333333,468.6666666666667,-5.816666666666666
Tufts Medical Center,11,SB,963.0,912.3333333333334,487.6666666666667,2.031481481481481
Wellington,2,NB,368.6666666666667,5397.666666666667,460.6666666666667,-1.7333333333333334
Wellington,2,SB,4946.0,352.3333333333333,657.3333333333334,2.0
Wellington,3,NB,409.6666666666667,7630.666666666667,618.3333333333334,-3.266666666666667
Wellington,3,SB,5529.666666666667,329.6666666666667,617.3333333333334,1.0875000000000001
Wellington,4,NB,465.0,10806.666666666666,834.3333333333334,-2.869444444444445
Wellington,4,SB,5769.0,359.0,569.6666666666666,1.2461538461538462
Wellington,5,NB,526.6666666666666,15218.333333333334,1132.6666666666667,-1.5055555555555555
Wellington,5,SB,5931.666666666667,317.6666666666667,549.0,1.6666666666666667
Wellington,6,NB,466.3333333333333,10198.333333333334,836.0,4.064102564102564
Wellington,6,SB,4730.666666666667,255.33333333333334,478.0,5.0472222222222225
Wellington,7,NB,403.3333333333333,6626.0,664.3333333333334,5.813888888888889
Wellington,7,SB,2596.0,146.66666666666666,279.0,5.879166666666666
Wellington,8,NB,312.0,4458.0,489.6666666666667,3.051388888888889
Wellington,8,SB,1663.6666666666667,111.66666666666667,177.66666666666666,5.068333333333333
Wellington,9,NB,292.3333333333333,4422.333333333333,464.6666666666667,0.47272727272727266
Wellington,9,SB,1308.0,119.66666666666667,157.0,3.0651515151515154
Wellington,10,NB,306.0,4721.0,491.6666666666667,-3.9483333333333333
Wellington,10,SB,1086.3333333333333,107.0,128.0,1.8055555555555556
Wellington,11,NB,212.33333333333334,3530.6666666666665,422.0,-5.235185185185185
Wellington,11,SB,796.6666666666666,64.33333333333333,73.66666666666667,1.0116666666666667
