stop_name,hr_pm,direction,avg_total_ons,avg_total_offs,avg_passenger_flow,delay_minutes
Chinatown,10,SB,2250.0,1079.6666666666667,632.0,1.9600000000000002
Chinatown,11,NB,2449.3333333333335,334.6666666666667,546.0,-5.57962962962963
Chinatown,11,SB,1441.6666666666667,615.6666666666666,491.6666666666667,1.825
Community College,2,NB,1870.6666666666667,4742.333333333333,977.6666666666666,-2.55
Community College,2,SB,7104.666666666667,1460.3333333333333,1233.3333333333333,0.8
Community College,3,NB,1964.6666666666667,5049.666666666667,1246.6666666666667,-3.1777777777777776
Community College,3,SB,6316.0,1280.6666666666667,1211.3333333333333,0.7319444444444444
Community College,4,NB,2622.0,5115.0,1564.3333333333333,-3.1847222222222222
Community College,4,SB,5984.666666666667,1164.3333333333333,1154.0,0.8652777777777777
Community College,5,NB,3222.3333333333335,5538.333333333333,1847.3333333333333,-1.2756410256410255
Community College,5,SB,5497.0,1104.0,1094.3333333333333,1.1791666666666667
Community College,6,NB,1727.3333333333333,3741.0,1371.0,5.226388888888889
Community College,6,SB,2916.6666666666665,787.3333333333334,924.0,4.37948717948718
Community College,7,NB,1236.6666666666667,2420.3333333333335,1051.0,4.983333333333333
Community College,7,SB,2338.0,469.3333333333333,630.0,5.176388888888889
Community College,8,NB,941.0,1629.6666666666667,797.6666666666666,2.0444444444444447
Community College,8,SB,1811.6666666666667,319.6666666666667,411.3333333333333,5.458333333333334
Community College,9,NB,618.6666666666666,1589.3333333333333,781.0,-0.0787878787878788
Community College,9,SB,1139.6666666666667,276.3333333333333,372.0,2.9699999999999998
Community College,10,NB,327.3333333333333,1448.6666666666667,856.3333333333334,-4.298333333333334
Community College,10,SB,691.0,191.33333333333334,281.0,0.9399999999999998
Community College,11,NB,273.6666666666667,954.3333333333334,676.3333333333334,-5.212962962962963
Community College,11,SB,644.6666666666666,104.0,184.33333333333334,0.5633333333333334
Downtown Crossing,2,NB,13665.666666666666,13693.666666666666,1499.6666666666667,-3.2750000000000004
Downtown Crossing,2,SB,10553.0,12398.0,1302.0,1.8166666666666669
Downtown Crossing,3,NB,17623.0,15014.333333333334,1769.6666666666667,-2.338888888888889
Downtown Crossing,3,SB,13231.666666666666,13637.0,1437.6666666666667,1.7666666666666666
Downtown Crossing,4,NB,22756.0,16272.0,2058.3333333333335,-3.130555555555555
Downtown Crossing,4,SB,15225.0,13975.666666666666,1525.3333333333333,1.9472222222222222
Downtown Crossing,5,NB,23740.333333333332,14730.333333333334,2158.6666666666665,-0.7111111111111111
Downtown Crossing,5,SB,17102.0,12765.333333333334,1546.6666666666667,2.576388888888889
Downtown Crossing,6,NB,16943.0,10347.333333333334,1616.6666666666667,5.063888888888889
Downtown Crossing,6,SB,12786.0,9587.333333333334,1226.6666666666667,5.691666666666666
Downtown Crossing,7,NB,11282.333333333334,7480.666666666667,1262.3333333333333,4.791025641025641
Downtown Crossing,7,SB,8667.333333333334,6527.0,924.6666666666666,6.042307692307692
Downtown Crossing,8,NB,7719.666666666667,5093.333333333333,885.6666666666666,3.1555555555555554
Downtown Crossing,8,SB,6628.0,4715.333333333333,696.3333333333334,6.42
Downtown Crossing,9,NB,7112.333333333333,4524.666666666667,839.3333333333334,-1.23
Downtown Crossing,9,SB,5729.0,4326.666666666667,621.3333333333334,3.5916666666666663
Downtown Crossing,10,NB,6375.333333333333,3859.6666666666665,797.0,-4.275
Downtown Crossing,10,SB,4713.666666666667,4292.666666666667,596.6666666666666,1.7566666666666666
Downtown Crossing,11,NB,4981.666666666667,2831.3333333333335,635.3333333333334,-5.181481481481481
Downtown Crossing,11,SB,3958.0,2621.0,461.6666666666667,1.6816666666666666
Forest Hills,3,NB,13944.0,0.0,411.3333333333333,-4.409090909090909
Forest Hills,4,NB,13148.333333333334,0.0,369.6666666666667,-4.391666666666667
Forest Hills,5,NB,11572.666666666666,0.0,340.6666666666667,-3.913888888888889
